customer_id,age,income,credit_score,employment_type,city,loan_amount,tenure_months,interest_rate,days_late,default_flag
2473,56,97230,814,Freelancer,Port Jennifertown,179415,6,19.05,69,0
2474,43,31554,517,Freelancer,Holderland,128547,48,21.55,52,1
2475,32,108211,585,Salaried,West Joshua,196959,36,13.27,56,0
2476,27,139049,721,Freelancer,South Christianborough,133973,12,19.02,86,0
2477,48,111903,424,Freelancer,Adammouth,322505,24,19.12,35,1
2478,35,139530,343,Salaried,Alexisport,448416,48,12.03,61,1
2479,41,48401,734,Salaried,New Timothyfort,351281,36,16.63,60,0
2480,47,31192,884,Student,Gabrielberg,64884,6,22.85,56,0
2481,28,53654,515,Freelancer,Jeffreyfurt,141879,6,24.35,47,1
2482,31,122200,557,Salaried,Susantown,184514,24,26.81,49,0
2483,32,109911,749,Salaried,Port Laura,487195,36,16.6,15,0
2484,57,18785,810,Business,New Ruth,414748,48,22.76,17,0
2485,30,34932,583,Freelancer,Malonehaven,264638,36,12.95,36,0
2486,26,133890,559,Salaried,Elizabethmouth,475060,48,25.77,84,0
2487,25,20093,620,Student,South Warren,494498,36,12.46,14,0
2488,25,106124,445,Student,Susanview,409879,12,11.72,15,0
2489,45,149826,376,Freelancer,Port Jessica,424620,24,22.28,49,1
2490,32,88798,483,Salaried,Johnsonstad,257632,36,12.17,50,1
2491,40,25943,482,Student,East Christianborough,483013,24,16.68,39,1
2492,54,84827,592,Salaried,Brandonmouth,477908,36,11.67,65,0
2493,31,81678,637,Salaried,Kimberlyhaven,452136,12,18.74,82,0
2494,42,110273,392,Business,Juarezberg,279404,12,12.79,41,1
2495,55,17628,747,Freelancer,New Timothy,443225,12,20.57,66,0
2496,59,94973,380,Freelancer,Snydermouth,92484,48,11.99,59,1
2497,47,23558,737,Business,East Josephchester,424554,12,27.42,1,0
2498,55,48187,423,Salaried,North Monica,297742,6,22.77,43,1
2499,45,136686,805,Salaried,Ernestburgh,414094,48,17.21,76,0
2500,59,137308,731,Freelancer,Port Brian,365223,36,14.79,16,0
2501,32,72372,302,Student,Lake Mark,469898,48,24.53,86,1
2502,40,137483,637,Freelancer,Carrollbury,461863,48,10.59,67,0
2503,40,69715,688,Business,Smithshire,305770,12,27.99,37,0
2504,43,88683,743,Business,Brendaborough,25980,48,23.95,0,0
2505,43,126448,453,Salaried,Michaelbury,421293,36,15.58,1,0
2506,47,119006,393,Salaried,Bryanbury,39431,12,23.24,0,0
2507,24,76395,527,Student,Fullertown,360816,48,12.32,77,1
2508,34,93982,333,Business,New Loganmouth,235034,6,16.49,79,1
2509,50,59979,825,Freelancer,Kathyfurt,40177,48,22.91,49,0
2510,27,25644,587,Salaried,Robersonton,406890,48,23.91,6,0
2511,47,68104,537,Freelancer,Christopherport,15003,12,24.22,51,1
2512,23,116800,773,Business,West Monicaview,321742,6,18.79,38,0
2513,22,112421,610,Student,West Colleenport,456516,12,25.08,66,0
2514,34,36353,301,Freelancer,Lake Angelaside,293587,12,20.85,63,1
2515,42,128154,844,Business,Ramseyside,384848,36,11.04,42,0
2516,24,114374,713,Student,New Seth,383420,24,18.57,52,0
2517,59,88145,859,Salaried,South Jessicamouth,287476,36,17.09,54,0
2518,55,71761,319,Business,New Edwardchester,197134,12,14.11,69,1
2519,46,17796,852,Business,Teresahaven,44302,48,10.1,52,0
2520,36,18164,713,Business,New Edgar,128211,24,26.28,67,0
2521,49,91487,573,Business,Hernandezborough,341192,48,18.64,60,0
2522,36,100567,625,Freelancer,Colleenberg,363499,36,18.35,87,0
2523,35,59818,836,Freelancer,Lake Robert,20754,36,23.12,31,0
2524,44,112866,790,Student,Millerport,397723,6,12.38,41,0
2525,32,104801,769,Student,New Frank,86056,6,22.11,18,0
2526,24,31545,651,Freelancer,Marvinton,436859,12,14.06,78,0
2527,38,44864,363,Freelancer,Millsmouth,105557,12,14.48,58,1
2528,25,32958,374,Freelancer,Port Samantha,260295,48,21.18,4,0
2529,44,67590,794,Salaried,Blevinsmouth,144536,36,21.98,44,0
2530,47,51021,683,Business,Cookmouth,304195,12,14.39,85,0
2531,44,120235,797,Salaried,East Sandrafort,44372,36,20.84,34,0
2532,34,41377,515,Business,Olsonhaven,278587,12,15.4,19,0
2533,50,48076,743,Student,Frankstad,345454,24,10.09,53,0
2534,55,47326,396,Salaried,Lopezberg,350746,24,10.73,16,0
2535,41,23628,755,Freelancer,West Patrick,295426,12,10.43,47,0
2536,48,29696,350,Freelancer,New Taylor,309284,6,18.83,71,1
2537,28,83854,598,Freelancer,Mcdanielshire,75934,24,22.4,51,0
2538,31,99047,773,Freelancer,Justinhaven,80320,12,15.42,78,0
2539,53,56653,596,Salaried,South Ashleytown,158981,24,21.52,47,0
2540,30,78916,529,Business,Lake Jackieland,358603,6,18.53,25,0
2541,52,47577,626,Student,Sharimouth,227854,24,24.88,69,0
2542,29,71324,773,Freelancer,Mccarthyview,237009,36,26.68,81,0
2543,31,36937,345,Student,South Toddmouth,331985,36,20.91,60,1
2544,42,25005,484,Salaried,East Aprilport,275434,6,12.64,9,0
2545,51,77652,481,Salaried,West Ericshire,141369,12,13.5,4,0
2546,43,65985,702,Salaried,West Nancyside,315796,36,26.04,34,0
2547,25,54848,706,Salaried,West Carmen,293594,48,11.64,60,0
2548,21,135327,386,Freelancer,Jordanborough,472145,12,17.33,62,1
2549,56,97610,527,Freelancer,East Heather,99291,6,21.45,45,1
2550,22,89508,758,Student,Brooksshire,443367,12,24.69,32,0
2551,51,137026,318,Business,South Susan,189989,6,21.4,67,1
2552,30,27350,752,Salaried,South Edward,103188,36,12.42,56,0
2553,21,143915,319,Freelancer,Brockberg,365804,12,24.76,82,1
2554,21,145015,413,Student,Port Alexandra,146652,48,26.03,19,0
2555,53,18107,412,Business,Mooreside,168897,48,24.01,3,0
2556,33,94789,703,Student,Stevenfurt,300854,24,10.12,89,0
2557,49,104625,396,Freelancer,New Stephaniechester,382283,36,15.65,57,1
2558,43,91932,512,Freelancer,Port Michael,422349,48,25.64,59,1
2559,24,62798,341,Student,Deanport,188662,12,17.78,54,1
2560,38,66611,401,Student,Bowmanbury,432887,6,25.18,24,0
2561,24,100037,819,Student,New Crystalview,169976,12,19.37,68,0
2562,50,106942,552,Student,Alexandriaside,302507,6,25.15,52,0
2563,33,66122,453,Student,New Danielle,312306,24,22.32,24,0
2564,28,106064,634,Business,Rossport,400893,24,16.22,57,0
2565,45,131177,898,Freelancer,Port Jerry,257042,24,21.73,17,0
2566,58,84051,839,Business,Donaldstad,412067,48,12.78,63,0
2567,27,41446,620,Freelancer,Paulport,283726,48,17.9,76,0
2568,56,31639,728,Freelancer,Port Robertview,141050,48,21.72,63,0
2569,54,21293,897,Freelancer,Washingtonport,169159,24,14.24,2,0
2570,40,65412,758,Student,Melissahaven,216894,36,12.68,88,0
2571,52,23789,610,Business,North Rachael,255617,48,21.47,60,0
2572,35,97408,519,Freelancer,New Tylermouth,233430,48,12.21,52,1
2573,29,76079,621,Student,East Lauren,12137,36,22.09,8,0
2574,36,62141,574,Salaried,Collinsmouth,71412,6,24.36,83,0
2575,23,141463,652,Business,East Kristenfurt,335921,12,19.07,54,0
2576,31,131323,502,Business,Kentport,273023,24,25.31,73,1
2577,33,30287,743,Student,Port Jesse,381551,36,23.61,49,0
2578,41,71525,316,Student,Christopherbury,291940,12,23.66,35,1
2579,48,85573,845,Business,Melissaburgh,160569,6,15.9,87,0
2580,25,118448,346,Freelancer,Port Dannytown,173828,6,15.87,0,0
2581,25,120869,668,Salaried,Rogersfurt,416315,24,21.24,60,0
2582,29,67194,334,Business,Lake Elizabethton,15453,6,18.19,52,1
2583,58,144621,392,Business,Bennettville,78663,48,11.99,0,0
2584,52,60301,407,Business,West Jeffrey,277210,6,14.27,18,0
2585,52,108872,360,Salaried,Suttonville,120615,6,13.19,35,1
2586,39,104396,376,Freelancer,Wilsonland,228491,36,12.15,45,1
2587,27,65343,369,Freelancer,Sharontown,375378,36,17.11,56,1
2588,48,30231,410,Salaried,Craigville,138354,6,10.13,34,1
2589,49,46012,850,Business,North Elizabeth,372154,48,17.85,62,0
2590,59,35468,699,Student,Bradleychester,367782,24,19.24,40,0
2591,57,21753,559,Freelancer,East Eric,496487,48,18.63,10,0
2592,43,146060,462,Business,Marcusstad,324180,36,27.49,77,1
2593,32,80325,621,Freelancer,Davidstad,386666,24,27.17,73,0
2594,39,57020,840,Salaried,West Aliciachester,123826,12,20.24,11,0
2595,51,27202,856,Freelancer,Gonzalezbury,275451,12,10.4,6,0
2596,32,42692,432,Business,Riveraville,182550,6,19.84,4,0
2597,33,98324,369,Student,Tracyville,270733,12,12.63,42,1
2598,58,120110,787,Student,Lake Curtis,305336,48,24.31,44,0
2599,36,128358,520,Student,Port Timothystad,207498,48,21.31,47,1
2600,39,18504,335,Business,Martinton,125034,24,17.25,37,1
2601,25,146452,755,Business,East Francisco,190597,48,14.62,35,0
2602,44,114351,693,Salaried,Cherylhaven,325711,12,14.75,85,0
2603,57,36584,407,Salaried,Port Sheri,374933,12,15.91,87,1
2604,38,65180,558,Student,East Brian,317626,36,22.77,41,0
2605,35,140639,687,Salaried,Davidville,423880,24,11.23,8,0
2606,30,144090,333,Salaried,North Davidland,154705,6,12.2,73,1
2607,39,95561,643,Salaried,Meganland,445241,6,25.43,39,0
2608,46,100166,690,Business,Robinsonhaven,384770,12,20.67,6,0
2609,33,57471,549,Freelancer,Eugeneland,332000,6,16.16,82,1
2610,24,57158,849,Freelancer,Arnoldchester,48390,6,20.07,30,0
2611,35,96298,473,Freelancer,North Christophermouth,369290,36,13.21,27,0
2612,51,17165,871,Business,Tommymouth,295687,12,18.4,17,0
2613,48,56516,867,Business,North Williambury,241532,48,10.76,22,0
2614,58,89490,711,Student,Lake Allison,65156,12,15.46,33,0
2615,38,62756,679,Freelancer,Ortizburgh,383230,12,18.38,53,0
2616,41,22789,777,Business,East Mary,125546,48,17.44,8,0
2617,43,50362,550,Student,Lake Steven,135832,36,12.45,15,0
2618,43,25549,830,Salaried,North Tonytown,255715,6,17.65,40,0
2619,52,134080,703,Freelancer,East Traceyton,176392,48,18.85,18,0
2620,26,142935,802,Student,West Robin,68685,6,25.31,12,0
2621,49,115723,873,Freelancer,Amandamouth,155142,6,15.16,10,0
2622,42,128670,829,Salaried,Jessicahaven,429696,6,25.57,80,0
2623,41,101655,495,Freelancer,New Markside,329403,48,24.49,76,1
2624,50,137349,362,Salaried,South Haley,214102,6,16.58,85,1
2625,35,111778,342,Salaried,Hansonborough,55269,36,22.63,20,0
2626,29,73155,788,Business,North Deborahshire,426940,12,11.47,33,0
2627,48,84217,510,Business,North Kristenchester,457835,36,12.95,65,1
2628,39,119382,759,Salaried,North Patricia,351717,48,18.21,78,0
2629,41,43056,503,Student,Stephaniestad,200182,24,12.81,87,1
2630,40,38077,393,Business,North Barryfort,474229,48,15.0,7,0
2631,58,124068,455,Business,East Charles,222001,6,10.04,76,1
2632,30,15994,748,Business,New Timport,235463,24,25.25,12,0
2633,22,116721,464,Salaried,South Eric,224562,6,20.17,64,1
2634,47,105141,643,Salaried,West Austinview,62461,36,14.98,3,0
2635,26,25705,710,Freelancer,Leonmouth,93843,48,25.81,11,0
2636,48,29704,473,Salaried,Port Victoria,188436,24,21.2,38,1
2637,54,71940,395,Salaried,West Kennethfurt,244915,48,18.32,7,0
2638,42,26617,440,Business,Oscarchester,76872,6,24.17,32,1
2639,47,66885,839,Business,Flemingtown,217310,24,20.71,28,0
2640,46,45274,575,Student,Emilyland,195591,6,27.8,35,0
2641,59,46815,593,Salaried,East Sheena,314501,12,14.69,12,0
2642,55,32024,861,Salaried,North Scottborough,49703,48,24.52,29,0
2643,33,41426,555,Freelancer,Garrettport,422923,36,13.23,6,0
2644,36,115989,621,Freelancer,Port Tammy,427509,12,16.35,87,0
2645,48,101630,694,Business,New Kevin,45075,12,26.51,9,0
2646,45,124010,701,Salaried,North Paige,102116,24,23.38,54,0
2647,57,83808,330,Salaried,New Daisy,299108,36,22.26,51,1
2648,52,107189,863,Freelancer,South Jerrystad,461771,24,23.26,1,0
2649,42,47663,853,Business,New David,410703,48,26.55,10,0
2650,57,79159,749,Business,Aguirreburgh,143630,36,11.34,50,0
2651,30,122592,490,Salaried,North Jilltown,38796,48,23.75,33,1
2652,58,78074,543,Freelancer,Bryanmouth,360005,24,22.52,19,0
2653,27,66540,742,Freelancer,Lake Scott,443617,48,25.74,61,0
2654,26,122179,566,Salaried,South Oliviaberg,460316,36,22.55,6,0
2655,33,100742,332,Freelancer,Clarkberg,383116,12,22.81,34,1
2656,55,56296,784,Freelancer,East Amyborough,40208,48,20.31,27,0
2657,46,95399,398,Student,New Sarahberg,183790,12,25.18,43,1
2658,38,34508,709,Freelancer,Nathanmouth,352638,36,10.15,42,0
2659,34,59142,655,Freelancer,Jeremybury,278345,6,23.52,58,0
2660,34,144066,763,Salaried,Michaelville,380022,36,17.7,7,0
2661,47,58411,416,Freelancer,West Aprilborough,210039,12,23.58,30,0
2662,33,87832,381,Salaried,West Kimberg,416485,36,10.4,3,0
2663,47,144861,326,Business,Michaelville,169666,12,20.21,53,1
2664,55,97940,893,Business,Angelashire,58126,6,27.16,73,0
2665,22,103243,518,Salaried,Port Nicholas,494686,36,18.63,7,0
2666,58,47669,551,Freelancer,Loristad,13887,6,23.51,3,0
2667,41,128228,632,Student,North Marco,362587,6,15.51,34,0
2668,44,139386,493,Business,Port Stephanie,241103,12,23.11,57,1
2669,42,99595,336,Business,Mezaberg,435761,48,13.4,41,1
2670,45,137274,489,Freelancer,Lake Amanda,50116,36,19.07,27,0
2671,59,126352,643,Student,East Molly,277748,24,10.27,21,0
2672,50,110202,681,Salaried,East Zachary,386301,48,26.04,21,0
2673,35,65890,695,Freelancer,Clayside,120970,12,25.67,76,0
2674,51,143715,704,Salaried,Karenville,72727,24,12.12,11,0
2675,24,15538,544,Salaried,Lake Jasonview,299513,48,23.07,49,1
2676,41,34464,674,Salaried,Jessicaborough,304009,24,11.38,81,0
2677,23,96758,602,Salaried,South Richard,457702,48,27.42,78,0
2678,42,74945,635,Freelancer,Markstad,212000,24,11.95,16,0
2679,21,47284,592,Freelancer,Lake Stanleymouth,246336,36,17.0,0,0
2680,43,77718,786,Salaried,Reginaland,251680,6,20.35,12,0
2681,31,59970,528,Student,Briggsland,164322,24,25.21,69,1
2682,51,112986,426,Student,New Nathanfurt,95590,6,24.99,57,1
2683,36,137074,499,Freelancer,North Karenfort,432886,24,14.68,22,0
2684,35,56333,499,Business,Lake Kevinmouth,300077,12,12.43,7,0
2685,52,52393,872,Business,East John,131103,36,22.33,50,0
2686,40,103523,665,Salaried,Elizabethview,166482,6,12.15,56,0
2687,45,95243,635,Business,Davisshire,487647,12,15.72,64,0
2688,41,69626,549,Business,South Jason,431043,6,26.67,24,0
2689,26,131514,754,Freelancer,Ortizton,374661,36,25.45,12,0
2690,33,100557,526,Salaried,Carlaview,154453,36,24.64,46,1
2691,38,99387,542,Freelancer,Aaronmouth,209562,36,12.45,61,1
2692,38,38813,826,Freelancer,Andrewtown,377143,12,19.83,13,0
2693,58,88226,563,Student,Mikestad,13755,6,13.04,32,0
2694,37,136814,313,Salaried,North Lauratown,491970,36,26.64,51,1
2695,21,89578,630,Student,Jessicaside,469950,36,10.65,57,0
2696,59,111406,333,Freelancer,Port Clifford,298011,24,27.67,87,1
2697,27,98119,608,Student,West David,346082,6,14.34,15,0
2698,54,65653,723,Salaried,New Brittanymouth,459950,24,27.34,67,0
2699,30,55459,463,Freelancer,West Charlenechester,306482,12,23.11,23,0
2700,44,53906,518,Freelancer,New Rebekahtown,284788,48,12.21,9,0
2701,59,72988,802,Business,Jefferybury,72342,36,14.93,57,0
2702,35,149902,314,Student,Lake Ronaldmouth,81320,24,23.39,38,1
2703,31,125427,316,Student,North David,103217,24,19.55,60,1
2704,35,51457,674,Student,South Ronald,119609,12,11.01,67,0
2705,21,89152,361,Student,Snyderville,201452,48,14.72,54,1
2706,37,126972,484,Freelancer,East Jennifer,197983,6,22.71,25,0
2707,22,140798,616,Freelancer,South Norma,265990,36,25.2,27,0
2708,52,79938,873,Salaried,Port James,371911,48,14.91,75,0
2709,30,138685,310,Salaried,Port Dwayne,254900,6,14.36,0,0
2710,49,143488,778,Business,North Jason,271303,6,10.26,75,0
2711,23,46381,652,Freelancer,South Sherriview,436846,48,27.24,62,0
2712,52,133834,716,Business,New Anthony,198070,24,17.06,65,0
2713,31,107646,392,Salaried,Sweeneyview,388224,12,21.02,51,1
2714,33,126477,800,Business,Lake Brandybury,361003,6,18.63,75,0
2715,22,104020,804,Business,Taylorshire,11094,24,26.37,40,0
2716,36,114126,660,Student,South Ashley,481606,24,23.71,10,0
2717,23,107446,781,Freelancer,North Tammy,409182,12,27.01,64,0
2718,22,102789,638,Freelancer,Kristifurt,327035,24,14.32,66,0
2719,56,48778,443,Business,East Timton,112810,24,17.21,16,0
2720,31,47795,830,Student,Julieland,480411,12,16.14,26,0
2721,45,103831,425,Business,South Walter,178678,12,23.71,7,0
2722,31,28780,619,Student,Anthonymouth,256153,12,26.9,50,0
2723,27,53451,309,Business,Weaverstad,35979,6,21.14,10,0
2724,31,110605,436,Salaried,South Bethanychester,39074,36,17.81,15,0
2725,21,95488,597,Student,West Melissaburgh,83023,24,23.87,0,0
2726,59,20950,464,Salaried,Jensenstad,373480,36,14.68,35,1
2727,50,78939,858,Salaried,Veronicafort,300600,36,22.57,29,0
2728,50,81083,629,Business,New Mariafurt,150622,12,25.18,13,0
2729,54,30219,365,Freelancer,West Michelleville,197385,6,26.69,84,1
2730,42,46988,765,Salaried,West Kevinburgh,371666,24,19.46,12,0
2731,22,104555,458,Student,Villarrealborough,130651,48,13.36,70,1
2732,30,21672,634,Salaried,Marymouth,341010,6,27.52,11,0
2733,52,138576,438,Salaried,North Jasmine,273168,6,12.93,84,1
2734,23,31614,345,Salaried,North Breannahaven,249972,48,19.4,17,0
2735,46,29935,337,Freelancer,Michaeltown,316582,6,13.12,70,1
2736,49,76515,468,Freelancer,Leefort,407260,24,24.53,57,1
2737,58,118247,571,Freelancer,East Haleyview,137827,48,19.9,22,0
2738,49,117833,877,Business,Kingside,400239,36,13.65,86,0
2739,36,55261,801,Student,Robbinsville,95322,24,13.32,86,0
2740,49,57519,304,Salaried,North Annstad,356072,24,18.41,25,0
2741,23,110134,891,Student,Kentton,71724,36,17.82,70,0
2742,39,40619,308,Business,Danielton,148164,48,10.33,79,1
2743,33,117681,355,Freelancer,West Christinebury,251554,36,17.96,14,0
2744,31,54064,433,Freelancer,West Michellestad,477647,6,24.09,46,1
2745,21,97388,873,Salaried,Allenborough,315843,48,17.69,83,0
2746,36,60301,702,Freelancer,South Helen,473941,6,18.31,28,0
2747,22,57175,395,Student,Andradeborough,54314,24,24.6,43,1
2748,25,111164,309,Student,West Jacquelineberg,472207,12,10.55,89,1
2749,26,111357,465,Student,New Madison,377517,24,25.34,8,0
2750,29,27573,379,Freelancer,Larryburgh,50653,36,22.84,57,1
2751,42,41695,664,Freelancer,Evanston,64394,48,21.77,5,0
2752,49,67758,828,Business,New Kimberlystad,136476,48,13.64,67,0
2753,44,95181,785,Student,Port Kathy,315496,48,24.02,68,0
2754,38,59099,648,Salaried,Rubenstad,267939,24,11.65,78,0
2755,33,137766,784,Business,Livingstonmouth,409761,6,12.54,56,0
2756,54,97473,506,Salaried,Marquezburgh,157445,48,22.86,37,1
2757,47,147721,472,Student,West Theresa,13069,12,14.47,70,1
2758,28,20297,559,Business,Port Alexisstad,328469,48,14.37,71,0
2759,49,108322,629,Business,North Michael,293677,12,20.84,60,0
2760,54,76818,708,Freelancer,Michealside,376625,48,11.24,84,0
2761,48,79748,512,Student,Warrenview,246850,48,14.51,49,1
2762,35,97962,316,Salaried,Garciaton,433760,48,11.58,84,1
2763,36,30897,846,Salaried,New Georgetown,28222,48,12.64,80,0
2764,26,82127,681,Salaried,East Steven,80177,6,20.23,48,0
2765,41,52925,804,Business,West Tylerchester,300882,6,23.74,79,0
2766,36,34262,458,Student,East Brentbury,101720,36,25.14,45,1
2767,26,149711,598,Business,Lake Jennifer,350654,36,21.33,9,0
2768,36,38199,892,Business,East Johnny,293664,36,18.23,12,0
2769,59,52117,705,Business,New Andrew,421032,6,18.81,75,0
2770,23,102874,318,Freelancer,Miguelview,212472,24,23.89,74,1
2771,30,43384,357,Salaried,Lake Charlesland,335522,24,27.5,64,1
2772,48,47852,544,Freelancer,Rileyview,287951,24,13.84,21,0
2773,57,124434,857,Student,New Jennifer,341475,48,13.72,3,0
2774,47,106311,341,Student,Lake Josephbury,470560,12,23.86,68,1
2775,30,111185,574,Salaried,Howardland,73565,36,24.15,89,0
2776,36,93574,671,Salaried,Garciafort,96572,24,23.39,87,0
2777,28,100734,862,Business,South Sheri,215537,6,27.09,6,0
2778,23,98027,772,Student,West Suzanne,428059,6,26.84,52,0
2779,23,131281,792,Freelancer,New Frankton,376800,24,26.72,64,0
2780,22,110954,672,Student,Pittsburgh,172333,36,25.68,74,0
2781,49,121194,800,Salaried,Courtneybury,252226,48,18.09,60,0
2782,45,15885,365,Freelancer,Herbertview,93968,36,19.53,57,1
2783,59,147702,800,Business,Chanshire,117312,48,23.13,53,0
2784,31,26266,683,Freelancer,West Marco,405472,48,23.03,4,0
2785,44,115134,731,Freelancer,Port Joseph,59682,36,21.12,81,0
2786,49,80141,478,Business,New Amandaborough,292261,48,26.0,27,0
2787,36,99350,817,Salaried,Maldonadoshire,296180,6,18.1,39,0
2788,52,67619,335,Student,North Angelashire,182756,24,23.51,47,1
2789,35,15796,347,Freelancer,Baldwinview,149310,48,27.51,79,1
2790,48,89721,898,Student,Franklinland,110651,36,10.96,39,0
2791,35,24794,857,Salaried,Port Marthashire,54626,12,23.82,79,0
2792,50,50750,616,Business,Mcmahonville,235750,12,22.05,61,0
2793,33,65413,472,Salaried,North Elizabethfort,485300,12,21.93,38,1
2794,37,68855,499,Student,Adrianburgh,39069,36,18.13,80,1
2795,44,52624,727,Business,West Taylor,298722,12,10.22,46,0
2796,37,123999,862,Business,Jorgeshire,172983,6,25.5,59,0
2797,23,111133,445,Freelancer,East Tammyville,180924,48,22.23,9,0
2798,46,99561,602,Freelancer,South Jessica,329961,24,26.17,77,0
2799,43,61527,479,Business,Flynnside,195991,36,19.79,38,1
2800,49,58908,303,Freelancer,Lovechester,25478,6,27.79,10,0
2801,55,44102,760,Freelancer,Port Susan,397473,36,15.6,27,0
2802,38,128349,587,Salaried,Jeffreyfort,409410,12,15.85,78,0
2803,28,78770,794,Student,Danielburgh,289556,6,15.77,71,0
2804,27,143247,305,Salaried,North Michael,338842,48,21.27,20,0
2805,32,83553,861,Freelancer,North Evanshire,370844,24,26.84,4,0
2806,45,57553,420,Freelancer,Rhodesmouth,445461,24,12.2,24,0
2807,50,91920,507,Student,Lake Christine,98290,12,21.31,76,1
2808,42,63047,626,Freelancer,Smithtown,346944,6,11.27,69,0
2809,28,112549,404,Business,South Meganhaven,350477,48,11.58,31,1
2810,45,24524,321,Student,Popeport,43378,48,23.1,9,0
2811,47,38331,567,Freelancer,Taylorstad,91550,12,21.28,8,0
2812,41,56235,806,Salaried,Fosterberg,255807,36,17.68,54,0
2813,25,106300,386,Salaried,Lake Frank,228881,12,23.51,16,0
2814,52,61308,494,Freelancer,North Raymondbury,34796,6,25.62,33,1
2815,52,18096,620,Salaried,West Kelly,65101,24,18.75,85,0
2816,55,106339,752,Salaried,East Adam,82760,6,15.63,31,0
2817,49,108442,367,Salaried,Brownland,262422,36,15.23,17,0
2818,58,81799,373,Student,Rodriguezville,252318,6,20.32,26,0
2819,59,84104,419,Freelancer,East Aaronport,228509,48,27.76,52,1
2820,50,22738,809,Business,New Robertberg,190332,36,10.78,33,0
2821,22,43032,803,Business,Thomasbury,230695,24,18.38,54,0
2822,43,27798,650,Salaried,South Joshuaborough,129385,12,21.1,81,0
2823,49,122586,549,Student,Shawnton,442646,24,18.05,67,1
2824,28,112165,670,Freelancer,East Stephanie,443985,12,17.82,1,0
2825,57,37538,869,Salaried,East Sandraberg,103136,12,18.37,72,0
2826,44,59638,647,Freelancer,Barberville,417423,12,26.31,11,0
2827,32,139975,472,Salaried,North Daniellemouth,58083,12,18.46,16,0
2828,30,51200,833,Freelancer,Boonefort,74241,24,11.6,60,0
2829,34,27502,461,Freelancer,Craigfort,477152,24,11.94,77,1
2830,24,84484,749,Business,New Jennifer,24067,48,18.52,43,0
2831,57,66500,748,Student,Jacksonburgh,424286,12,17.0,80,0
2832,28,69826,642,Business,Rogerhaven,178343,12,25.74,81,0
2833,57,73395,622,Business,Lewisberg,317505,6,12.41,65,0
2834,31,75821,887,Freelancer,East Katherine,341516,12,12.69,64,0
2835,24,32275,402,Freelancer,Adamsview,449909,24,19.39,66,1
2836,48,95861,861,Freelancer,South Kimberly,289811,48,17.19,43,0
2837,48,105196,448,Business,Port Summer,114854,48,25.17,8,0
2838,41,142957,793,Freelancer,Kristophershire,443901,48,15.08,55,0
2839,54,43332,696,Business,Jamesside,437934,24,10.28,57,0
2840,50,55337,868,Student,Jacksonside,404605,6,20.0,54,0
2841,25,70989,357,Business,Rossmouth,434837,48,21.43,9,0
2842,51,89337,690,Freelancer,Deborahmouth,212339,36,10.05,80,0
2843,27,54758,532,Student,Lisafurt,121187,6,24.33,40,1
2844,27,28043,577,Business,Lake Toddfurt,102278,6,26.39,14,0
2845,25,132855,844,Freelancer,West Michael,436202,36,19.01,50,0
2846,49,138288,328,Salaried,Jessefort,451892,12,22.76,14,0
2847,57,67704,442,Freelancer,Chadview,17643,48,24.26,61,1
2848,33,50062,597,Salaried,New Erictown,237452,24,21.08,27,0
2849,28,40160,655,Freelancer,Lake Jason,40845,24,26.14,69,0
2850,52,80289,767,Business,Lowerystad,465218,24,11.63,46,0
2851,28,106098,638,Freelancer,Lake Stephanie,328574,6,17.76,53,0
2852,43,80890,807,Salaried,Barbaramouth,300859,12,11.2,41,0
2853,26,68584,423,Business,Audreyside,470306,48,18.28,44,1
2854,40,34048,613,Salaried,North Danielbury,346111,24,15.1,61,0
2855,57,138857,338,Salaried,Shelleyville,434841,12,18.13,27,0
2856,34,149860,552,Student,East Rebecca,467114,12,24.94,67,0
2857,59,114263,808,Salaried,Loganview,243053,36,14.62,46,0
2858,35,32264,850,Salaried,North Kristenton,469029,12,11.84,57,0
2859,36,123458,801,Student,Fitzgeraldberg,497612,24,22.19,32,0
2860,46,140173,618,Student,Barkerton,481255,24,15.22,11,0
2861,53,54527,654,Student,Erikaview,354471,36,10.38,53,0
2862,52,33038,410,Business,Angelaton,331116,12,26.27,17,0
2863,27,107764,613,Student,Josephstad,41690,6,21.1,9,0
2864,58,140079,438,Business,Griffinburgh,310143,36,20.74,22,0
2865,37,97639,852,Business,East Kennethborough,422077,24,21.96,38,0
2866,22,63740,377,Salaried,Port Cynthialand,202383,48,11.29,54,1
2867,22,46526,828,Salaried,Hurleychester,335233,48,27.8,42,0
2868,29,54732,326,Salaried,Jessicaview,276050,24,13.63,8,0
2869,56,40058,660,Student,North Scottchester,492416,36,20.67,74,0
2870,34,35213,738,Business,Byrdmouth,285531,6,15.96,9,0
2871,29,109167,488,Student,Jeanetteborough,377552,6,27.33,36,1
2872,23,125248,542,Salaried,Kennethborough,151762,6,25.99,84,1
2873,49,50010,565,Salaried,Edwardberg,106598,12,25.66,3,0
2874,52,85341,704,Salaried,West Mistymouth,119120,48,13.87,43,0
2875,34,109224,408,Business,West Darren,125121,12,18.92,27,0
2876,55,148212,772,Salaried,Rogerburgh,394740,12,11.31,63,0
2877,59,43893,681,Student,Keithberg,275735,24,21.46,7,0
2878,50,115274,885,Salaried,North Edwardbury,106357,12,10.03,54,0
2879,54,144653,530,Salaried,Hayesborough,280471,48,12.05,83,1
